utc,local,celsius
2018-04-06T10:23:37+00:00,2018-04-06T12:23:37+02:00,19.57
2018-04-06T10:38:38+00:00,2018-04-06T12:38:38+02:00,19.5
2018-04-06T10:53:38+00:00,2018-04-06T12:53:38+02:00,19.5
2018-04-06T11:08:38+00:00,2018-04-06T13:08:38+02:00,19.44
2018-04-06T11:23:38+00:00,2018-04-06T13:23:38+02:00,19.37
2018-04-06T11:38:38+00:00,2018-04-06T13:38:38+02:00,19.32
2018-04-06T11:53:38+00:00,2018-04-06T13:53:38+02:00,19.32
2018-04-06T12:08:38+00:00,2018-04-06T14:08:38+02:00,19.25
2018-04-06T12:23:38+00:00,2018-04-06T14:23:38+02:00,19.25
2018-04-06T12:38:38+00:00,2018-04-06T14:38:38+02:00,19.25
2018-04-06T12:53:38+00:00,2018-04-06T14:53:38+02:00,19.25
2018-04-06T13:08:39+00:00,2018-04-06T15:08:39+02:00,19.25
2018-04-06T13:23:39+00:00,2018-04-06T15:23:39+02:00,19.25
2018-04-06T13:38:39+00:00,2018-04-06T15:38:39+02:00,19.32
2018-04-06T13:53:39+00:00,2018-04-06T15:53:39+02:00,19.37
2018-04-06T14:08:39+00:00,2018-04-06T16:08:39+02:00,19.44
2018-04-06T14:23:40+00:00,2018-04-06T16:23:40+02:00,19.5
2018-04-06T14:38:40+00:00,2018-04-06T16:38:40+02:00,19.57
2018-04-06T14:53:40+00:00,2018-04-06T16:53:40+02:00,19.63
2018-04-06T15:08:41+00:00,2018-04-06T17:08:41+02:00,19.7
2018-04-06T15:23:41+00:00,2018-04-06T17:23:41+02:00,19.88
2018-04-06T15:38:41+00:00,2018-04-06T17:38:41+02:00,20.01
2018-04-06T15:53:41+00:00,2018-04-06T17:53:41+02:00,20.07
2018-04-06T16:08:42+00:00,2018-04-06T18:08:42+02:00,20.33
2018-04-06T16:23:43+00:00,2018-04-06T18:23:43+02:00,20.84
2018-04-06T16:38:43+00:00,2018-04-06T18:38:43+02:00,21.58
2018-04-06T16:53:43+00:00,2018-04-06T18:53:43+02:00,22.75
2018-04-06T17:08:43+00:00,2018-04-06T19:08:43+02:00,22.63
2018-04-06T17:23:43+00:00,2018-04-06T19:23:43+02:00,22.07
2018-04-06T17:38:43+00:00,2018-04-06T19:38:43+02:00,21.7
2018-04-06T17:53:43+00:00,2018-04-06T19:53:43+02:00,21.46
2018-04-06T18:08:44+00:00,2018-04-06T20:08:44+02:00,21.27
2018-04-06T18:23:44+00:00,2018-04-06T20:23:44+02:00,21.21
2018-04-06T18:38:47+00:00,2018-04-06T20:38:47+02:00,21.21
2018-04-06T18:53:47+00:00,2018-04-06T20:53:47+02:00,21.21
2018-04-06T19:08:47+00:00,2018-04-06T21:08:47+02:00,21.21
2018-04-06T19:23:49+00:00,2018-04-06T21:23:49+02:00,21.21
2018-04-06T19:38:50+00:00,2018-04-06T21:38:50+02:00,21.27
2018-04-06T19:53:51+00:00,2018-04-06T21:53:51+02:00,21.15
2018-04-06T20:08:51+00:00,2018-04-06T22:08:51+02:00,21.15
2018-04-06T20:23:51+00:00,2018-04-06T22:23:51+02:00,21.15
2018-04-06T20:38:51+00:00,2018-04-06T22:38:51+02:00,21.15
2018-04-06T20:53:51+00:00,2018-04-06T22:53:51+02:00,21.21
2018-04-06T21:08:51+00:00,2018-04-06T23:08:51+02:00,21.21
2018-04-06T21:38:51+00:00,2018-04-06T23:38:51+02:00,21.21
2018-04-06T21:53:52+00:00,2018-04-06T23:53:52+02:00,21.21
2018-04-06T22:08:52+00:00,2018-04-07T00:08:52+02:00,21.21
2018-04-06T22:23:52+00:00,2018-04-07T00:23:52+02:00,21.21
2018-04-06T22:38:52+00:00,2018-04-07T00:38:52+02:00,21.15
2018-04-06T22:53:52+00:00,2018-04-07T00:53:52+02:00,21.08
2018-04-06T23:08:52+00:00,2018-04-07T01:08:52+02:00,21.02
2018-04-06T23:23:52+00:00,2018-04-07T01:23:52+02:00,20.9
2018-04-06T23:38:52+00:00,2018-04-07T01:38:52+02:00,20.84
2018-04-06T23:53:52+00:00,2018-04-07T01:53:52+02:00,20.77
2018-04-07T00:08:52+00:00,2018-04-07T02:08:52+02:00,20.64
2018-04-07T00:23:54+00:00,2018-04-07T02:23:54+02:00,20.58
2018-04-07T00:38:54+00:00,2018-04-07T02:38:54+02:00,20.51
2018-04-07T00:53:55+00:00,2018-04-07T02:53:55+02:00,20.4
2018-04-07T01:08:55+00:00,2018-04-07T03:08:55+02:00,20.33
2018-04-07T01:23:56+00:00,2018-04-07T03:23:56+02:00,20.27
2018-04-07T01:38:56+00:00,2018-04-07T03:38:56+02:00,20.2
2018-04-07T01:53:56+00:00,2018-04-07T03:53:56+02:00,20.14
2018-04-07T02:08:56+00:00,2018-04-07T04:08:56+02:00,20.07
2018-04-07T02:23:56+00:00,2018-04-07T04:23:56+02:00,20.07
2018-04-07T02:38:56+00:00,2018-04-07T04:38:56+02:00,20.01
2018-04-07T02:53:57+00:00,2018-04-07T04:53:57+02:00,19.94
2018-04-07T03:08:57+00:00,2018-04-07T05:08:57+02:00,19.88
2018-04-07T03:23:57+00:00,2018-04-07T05:23:57+02:00,19.83
2018-04-07T03:38:57+00:00,2018-04-07T05:38:57+02:00,19.76
2018-04-07T03:53:57+00:00,2018-04-07T05:53:57+02:00,19.7
2018-04-07T04:08:57+00:00,2018-04-07T06:08:57+02:00,19.7
2018-04-07T04:23:57+00:00,2018-04-07T06:23:57+02:00,19.63
2018-04-07T04:38:57+00:00,2018-04-07T06:38:57+02:00,19.63
2018-04-07T04:53:57+00:00,2018-04-07T06:53:57+02:00,19.76
2018-04-07T05:08:57+00:00,2018-04-07T07:08:57+02:00,19.94
2018-04-07T05:23:57+00:00,2018-04-07T07:23:57+02:00,20.07
2018-04-07T05:38:57+00:00,2018-04-07T07:38:57+02:00,20.2
2018-04-07T05:53:57+00:00,2018-04-07T07:53:57+02:00,20.4
2018-04-07T06:08:57+00:00,2018-04-07T08:08:57+02:00,20.51
2018-04-07T06:23:58+00:00,2018-04-07T08:23:58+02:00,20.64
2018-04-07T06:38:58+00:00,2018-04-07T08:38:58+02:00,20.71
2018-04-07T06:53:58+00:00,2018-04-07T08:53:58+02:00,20.77
2018-04-07T07:08:58+00:00,2018-04-07T09:08:58+02:00,20.71
2018-04-07T07:23:58+00:00,2018-04-07T09:23:58+02:00,20.71
2018-04-07T07:38:58+00:00,2018-04-07T09:38:58+02:00,20.64
2018-04-07T07:53:58+00:00,2018-04-07T09:53:58+02:00,20.64
2018-04-07T08:08:58+00:00,2018-04-07T10:08:58+02:00,20.64
2018-04-07T08:23:58+00:00,2018-04-07T10:23:58+02:00,20.64
2018-04-07T08:38:58+00:00,2018-04-07T10:38:58+02:00,20.71
2018-04-07T08:53:58+00:00,2018-04-07T10:53:58+02:00,20.84
2018-04-07T09:08:58+00:00,2018-04-07T11:08:58+02:00,20.9
2018-04-07T09:23:58+00:00,2018-04-07T11:23:58+02:00,20.96
2018-04-07T09:38:58+00:00,2018-04-07T11:38:58+02:00,20.96
2018-04-07T09:41:24+00:00,2018-04-07T11:41:24+02:00,20.96
2018-04-07T09:53:58+00:00,2018-04-07T11:53:58+02:00,21.02
2018-04-07T10:08:58+00:00,2018-04-07T12:08:58+02:00,20.96
2018-04-07T10:23:58+00:00,2018-04-07T12:23:58+02:00,20.96
2018-04-07T10:38:58+00:00,2018-04-07T12:38:58+02:00,20.96
2018-04-07T10:53:58+00:00,2018-04-07T12:53:58+02:00,20.9
2018-04-07T11:08:59+00:00,2018-04-07T13:08:59+02:00,20.9
2018-04-07T11:23:56+00:00,2018-04-07T13:23:56+02:00,20.96
2018-04-07T11:38:59+00:00,2018-04-07T13:38:59+02:00,20.96
2018-04-07T11:53:59+00:00,2018-04-07T13:53:59+02:00,20.96
2018-04-07T12:08:59+00:00,2018-04-07T14:08:59+02:00,20.96
2018-04-07T12:24:00+00:00,2018-04-07T14:24:00+02:00,21.02
2018-04-07T12:39:01+00:00,2018-04-07T14:39:01+02:00,21.02
2018-04-07T13:08:59+00:00,2018-04-07T15:08:59+02:00,20.96
2018-04-07T13:23:59+00:00,2018-04-07T15:23:59+02:00,20.96
2018-04-07T13:38:59+00:00,2018-04-07T15:38:59+02:00,20.96
2018-04-07T13:54:00+00:00,2018-04-07T15:54:00+02:00,20.96
2018-04-07T14:09:00+00:00,2018-04-07T16:09:00+02:00,20.96
2018-04-07T14:24:01+00:00,2018-04-07T16:24:01+02:00,21.02
2018-04-07T14:39:01+00:00,2018-04-07T16:39:01+02:00,21.08
2018-04-07T14:54:02+00:00,2018-04-07T16:54:02+02:00,21.15
2018-04-07T15:09:02+00:00,2018-04-07T17:09:02+02:00,21.21
2018-04-07T15:24:02+00:00,2018-04-07T17:24:02+02:00,21.27
2018-04-07T15:39:02+00:00,2018-04-07T17:39:02+02:00,21.4
2018-04-07T15:54:04+00:00,2018-04-07T17:54:04+02:00,21.46
2018-04-07T16:09:04+00:00,2018-04-07T18:09:04+02:00,21.58
2018-04-07T16:24:05+00:00,2018-04-07T18:24:05+02:00,21.58
2018-04-07T16:39:02+00:00,2018-04-07T18:39:02+02:00,21.77
2018-04-07T16:54:04+00:00,2018-04-07T18:54:04+02:00,22.32
2018-04-07T17:09:04+00:00,2018-04-07T19:09:04+02:00,22.56
2018-04-07T17:24:04+00:00,2018-04-07T19:24:04+02:00,23.12
2018-04-07T17:39:04+00:00,2018-04-07T19:39:04+02:00,23.12
2018-04-07T17:54:04+00:00,2018-04-07T19:54:04+02:00,22.88
2018-04-07T18:09:05+00:00,2018-04-07T20:09:05+02:00,22.82
2018-04-07T18:24:05+00:00,2018-04-07T20:24:05+02:00,22.69
2018-04-07T18:39:05+00:00,2018-04-07T20:39:05+02:00,22.63
2018-04-07T18:54:05+00:00,2018-04-07T20:54:05+02:00,22.56
2018-04-07T19:09:01+00:00,2018-04-07T21:09:01+02:00,22.51
2018-04-07T19:24:01+00:00,2018-04-07T21:24:01+02:00,22.45
2018-04-07T19:39:01+00:00,2018-04-07T21:39:01+02:00,22.39
2018-04-07T19:54:01+00:00,2018-04-07T21:54:01+02:00,22.39
2018-04-07T20:09:01+00:00,2018-04-07T22:09:01+02:00,22.39
2018-04-07T20:24:01+00:00,2018-04-07T22:24:01+02:00,22.32
2018-04-07T20:39:01+00:00,2018-04-07T22:39:01+02:00,22.32
2018-04-07T20:54:01+00:00,2018-04-07T22:54:01+02:00,22.32
2018-04-07T21:09:06+00:00,2018-04-07T23:09:06+02:00,22.26
2018-04-07T21:24:06+00:00,2018-04-07T23:24:06+02:00,22.26
2018-04-07T21:39:06+00:00,2018-04-07T23:39:06+02:00,22.2
2018-04-07T21:54:06+00:00,2018-04-07T23:54:06+02:00,22.2
2018-04-07T22:09:06+00:00,2018-04-08T00:09:06+02:00,22.13
2018-04-07T22:24:06+00:00,2018-04-08T00:24:06+02:00,22.07
2018-04-07T22:39:03+00:00,2018-04-08T00:39:03+02:00,22.01
2018-04-07T22:54:04+00:00,2018-04-08T00:54:04+02:00,21.89
2018-04-07T23:09:04+00:00,2018-04-08T01:09:04+02:00,21.83
2018-04-07T23:24:04+00:00,2018-04-08T01:24:04+02:00,21.77
2018-04-07T23:39:05+00:00,2018-04-08T01:39:05+02:00,21.7
2018-04-07T23:54:05+00:00,2018-04-08T01:54:05+02:00,21.64
2018-04-08T00:09:05+00:00,2018-04-08T02:09:05+02:00,21.58
2018-04-08T00:24:06+00:00,2018-04-08T02:24:06+02:00,21.51
2018-04-08T00:39:06+00:00,2018-04-08T02:39:06+02:00,21.46
2018-04-08T00:54:07+00:00,2018-04-08T02:54:07+02:00,21.46
2018-04-08T01:09:07+00:00,2018-04-08T03:09:07+02:00,21.4
2018-04-08T01:24:07+00:00,2018-04-08T03:24:07+02:00,21.34
2018-04-08T01:39:07+00:00,2018-04-08T03:39:07+02:00,21.34
2018-04-08T01:54:07+00:00,2018-04-08T03:54:07+02:00,21.27
2018-04-08T02:09:07+00:00,2018-04-08T04:09:07+02:00,21.21
2018-04-08T02:24:07+00:00,2018-04-08T04:24:07+02:00,21.21
2018-04-08T02:39:08+00:00,2018-04-08T04:39:08+02:00,21.15
2018-04-08T02:54:09+00:00,2018-04-08T04:54:09+02:00,21.15
2018-04-08T03:09:09+00:00,2018-04-08T05:09:09+02:00,21.08
2018-04-08T03:24:09+00:00,2018-04-08T05:24:09+02:00,21.02
2018-04-08T03:39:09+00:00,2018-04-08T05:39:09+02:00,21.02
2018-04-08T03:54:09+00:00,2018-04-08T05:54:09+02:00,21.02
2018-04-08T04:09:11+00:00,2018-04-08T06:09:11+02:00,20.96
2018-04-08T04:24:11+00:00,2018-04-08T06:24:11+02:00,20.96
2018-04-08T04:39:11+00:00,2018-04-08T06:39:11+02:00,20.9
2018-04-08T04:54:11+00:00,2018-04-08T06:54:11+02:00,20.9
2018-04-08T05:09:12+00:00,2018-04-08T07:09:12+02:00,20.84
2018-04-08T05:24:12+00:00,2018-04-08T07:24:12+02:00,20.84
2018-04-08T05:39:12+00:00,2018-04-08T07:39:12+02:00,20.84
2018-04-08T05:54:13+00:00,2018-04-08T07:54:13+02:00,20.84
2018-04-08T06:09:13+00:00,2018-04-08T08:09:13+02:00,20.77
2018-04-08T06:24:13+00:00,2018-04-08T08:24:13+02:00,20.77
2018-04-08T06:39:14+00:00,2018-04-08T08:39:14+02:00,20.84
2018-04-08T06:54:14+00:00,2018-04-08T08:54:14+02:00,20.84
2018-04-08T07:09:14+00:00,2018-04-08T09:09:14+02:00,20.84
2018-04-08T07:24:17+00:00,2018-04-08T09:24:17+02:00,20.9
2018-04-08T07:39:17+00:00,2018-04-08T09:39:17+02:00,20.96
2018-04-08T07:54:17+00:00,2018-04-08T09:54:17+02:00,21.02
2018-04-08T08:09:18+00:00,2018-04-08T10:09:18+02:00,21.02
2018-04-08T08:24:19+00:00,2018-04-08T10:24:19+02:00,21.08
2018-04-08T08:39:19+00:00,2018-04-08T10:39:19+02:00,21.15
2018-04-08T08:54:19+00:00,2018-04-08T10:54:19+02:00,21.15
2018-04-08T09:09:19+00:00,2018-04-08T11:09:19+02:00,21.15
2018-04-08T09:24:19+00:00,2018-04-08T11:24:19+02:00,21.21
2018-04-08T09:39:19+00:00,2018-04-08T11:39:19+02:00,21.21
2018-04-08T09:54:19+00:00,2018-04-08T11:54:19+02:00,21.27
2018-04-08T10:09:19+00:00,2018-04-08T12:09:19+02:00,21.27
2018-04-08T10:24:19+00:00,2018-04-08T12:24:19+02:00,21.34
2018-04-08T10:39:19+00:00,2018-04-08T12:39:19+02:00,21.34
2018-04-08T10:54:19+00:00,2018-04-08T12:54:19+02:00,21.4
2018-04-08T11:09:19+00:00,2018-04-08T13:09:19+02:00,21.51
2018-04-08T11:24:19+00:00,2018-04-08T13:24:19+02:00,21.58
2018-04-08T11:39:20+00:00,2018-04-08T13:39:20+02:00,21.58
2018-04-08T11:54:20+00:00,2018-04-08T13:54:20+02:00,21.58
2018-04-08T12:09:20+00:00,2018-04-08T14:09:20+02:00,21.58
2018-04-08T12:24:21+00:00,2018-04-08T14:24:21+02:00,21.58
2018-04-08T12:39:17+00:00,2018-04-08T14:39:17+02:00,21.64
2018-04-08T12:54:20+00:00,2018-04-08T14:54:20+02:00,21.7
2018-04-08T13:09:20+00:00,2018-04-08T15:09:20+02:00,21.7
2018-04-08T13:24:20+00:00,2018-04-08T15:24:20+02:00,21.77
2018-04-08T13:39:20+00:00,2018-04-08T15:39:20+02:00,21.77
2018-04-08T13:54:20+00:00,2018-04-08T15:54:20+02:00,21.83
2018-04-08T14:09:20+00:00,2018-04-08T16:09:20+02:00,21.83
2018-04-08T14:24:20+00:00,2018-04-08T16:24:20+02:00,21.77
2018-04-08T14:39:20+00:00,2018-04-08T16:39:20+02:00,21.83
2018-04-08T14:54:21+00:00,2018-04-08T16:54:21+02:00,21.89
2018-04-08T15:09:21+00:00,2018-04-08T17:09:21+02:00,21.96
2018-04-08T15:24:21+00:00,2018-04-08T17:24:21+02:00,22.01
2018-04-08T15:39:21+00:00,2018-04-08T17:39:21+02:00,22.07
2018-04-08T15:54:21+00:00,2018-04-08T17:54:21+02:00,22.13
2018-04-08T16:09:23+00:00,2018-04-08T18:09:23+02:00,22.32
2018-04-08T16:24:23+00:00,2018-04-08T18:24:23+02:00,22.45
2018-04-08T16:39:23+00:00,2018-04-08T18:39:23+02:00,22.51
2018-04-08T16:54:24+00:00,2018-04-08T18:54:24+02:00,22.69
2018-04-08T17:09:24+00:00,2018-04-08T19:09:24+02:00,23.12
2018-04-08T17:24:24+00:00,2018-04-08T19:24:24+02:00,23.18
2018-04-08T17:39:24+00:00,2018-04-08T19:39:24+02:00,23.01
2018-04-08T17:54:24+00:00,2018-04-08T19:54:24+02:00,22.88
2018-04-08T18:09:24+00:00,2018-04-08T20:09:24+02:00,22.82
2018-04-08T18:24:19+00:00,2018-04-08T20:24:19+02:00,22.82
2018-04-08T18:39:19+00:00,2018-04-08T20:39:19+02:00,22.75
2018-04-08T18:54:19+00:00,2018-04-08T20:54:19+02:00,22.75
2018-04-08T19:09:19+00:00,2018-04-08T21:09:19+02:00,22.75
2018-04-08T19:24:19+00:00,2018-04-08T21:24:19+02:00,22.75
2018-04-08T19:39:19+00:00,2018-04-08T21:39:19+02:00,22.69
2018-04-08T19:54:19+00:00,2018-04-08T21:54:19+02:00,22.75
2018-04-08T19:54:19+00:00,2018-04-08T21:54:19+02:00,22.75
2018-04-08T20:09:24+00:00,2018-04-08T22:09:24+02:00,22.69
2018-04-08T20:24:24+00:00,2018-04-08T22:24:24+02:00,22.69
2018-04-08T20:39:24+00:00,2018-04-08T22:39:24+02:00,22.63
2018-04-08T20:54:24+00:00,2018-04-08T22:54:24+02:00,22.63
2018-04-08T21:09:24+00:00,2018-04-08T23:09:24+02:00,22.63
2018-04-08T21:24:24+00:00,2018-04-08T23:24:24+02:00,22.63
2018-04-08T21:39:25+00:00,2018-04-08T23:39:25+02:00,22.69
2018-04-08T21:54:25+00:00,2018-04-08T23:54:25+02:00,22.69
2018-04-08T22:09:25+00:00,2018-04-09T00:09:25+02:00,22.69
2018-04-08T22:24:25+00:00,2018-04-09T00:24:25+02:00,22.69
2018-04-08T22:39:25+00:00,2018-04-09T00:39:25+02:00,22.75
2018-04-08T22:54:26+00:00,2018-04-09T00:54:26+02:00,22.75
2018-04-08T23:09:26+00:00,2018-04-09T01:09:26+02:00,22.75
2018-04-08T23:24:26+00:00,2018-04-09T01:24:26+02:00,22.75
2018-04-08T23:39:26+00:00,2018-04-09T01:39:26+02:00,22.75
2018-04-08T23:54:26+00:00,2018-04-09T01:54:26+02:00,22.75
2018-04-09T00:09:26+00:00,2018-04-09T02:09:26+02:00,22.69
2018-04-09T00:24:26+00:00,2018-04-09T02:24:26+02:00,22.63
2018-04-09T00:39:26+00:00,2018-04-09T02:39:26+02:00,22.56
2018-04-09T00:54:26+00:00,2018-04-09T02:54:26+02:00,22.56
2018-04-09T01:09:26+00:00,2018-04-09T03:09:26+02:00,22.51
2018-04-09T01:24:26+00:00,2018-04-09T03:24:26+02:00,22.51
2018-04-09T01:39:27+00:00,2018-04-09T03:39:27+02:00,22.45
2018-04-09T01:54:28+00:00,2018-04-09T03:54:28+02:00,22.39
2018-04-09T02:09:28+00:00,2018-04-09T04:09:28+02:00,22.32
2018-04-09T02:24:28+00:00,2018-04-09T04:24:28+02:00,22.32
2018-04-09T02:39:29+00:00,2018-04-09T04:39:29+02:00,22.26
2018-04-09T02:54:29+00:00,2018-04-09T04:54:29+02:00,22.26
2018-04-09T03:09:29+00:00,2018-04-09T05:09:29+02:00,22.2
2018-04-09T03:24:29+00:00,2018-04-09T05:24:29+02:00,22.2
2018-04-09T03:39:29+00:00,2018-04-09T05:39:29+02:00,22.13
2018-04-09T03:54:29+00:00,2018-04-09T05:54:29+02:00,22.07
2018-04-09T04:09:30+00:00,2018-04-09T06:09:30+02:00,22.07
2018-04-09T04:24:30+00:00,2018-04-09T06:24:30+02:00,22.01
2018-04-09T04:39:30+00:00,2018-04-09T06:39:30+02:00,22.01
2018-04-09T04:54:30+00:00,2018-04-09T06:54:30+02:00,21.96
2018-04-09T05:09:30+00:00,2018-04-09T07:09:30+02:00,21.96
2018-04-09T05:24:30+00:00,2018-04-09T07:24:30+02:00,21.89
2018-04-09T05:39:30+00:00,2018-04-09T07:39:30+02:00,21.89
2018-04-09T05:54:30+00:00,2018-04-09T07:54:30+02:00,21.96
2018-04-09T06:09:30+00:00,2018-04-09T08:09:30+02:00,21.96
2018-04-09T06:24:30+00:00,2018-04-09T08:24:30+02:00,21.96
2018-04-09T06:39:30+00:00,2018-04-09T08:39:30+02:00,22.01
2018-04-09T06:54:30+00:00,2018-04-09T08:54:30+02:00,22.07
2018-04-09T07:03:20+00:00,2018-04-09T09:03:20+02:00,22.07
2018-04-09T07:09:30+00:00,2018-04-09T09:09:30+02:00,23.12
2018-04-09T07:24:31+00:00,2018-04-09T09:24:31+02:00,22.75
2018-04-09T07:39:31+00:00,2018-04-09T09:39:31+02:00,22.56
2018-04-09T07:54:31+00:00,2018-04-09T09:54:31+02:00,22.26
2018-04-09T08:09:31+00:00,2018-04-09T10:09:31+02:00,22.01
2018-04-09T08:24:32+00:00,2018-04-09T10:24:32+02:00,21.77
2018-04-09T08:39:32+00:00,2018-04-09T10:39:32+02:00,21.51
2018-04-09T08:54:32+00:00,2018-04-09T10:54:32+02:00,21.34
2018-04-09T09:09:32+00:00,2018-04-09T11:09:32+02:00,21.21
2018-04-09T09:24:34+00:00,2018-04-09T11:24:34+02:00,21.15
2018-04-09T09:39:34+00:00,2018-04-09T11:39:34+02:00,21.15
2018-04-09T09:54:34+00:00,2018-04-09T11:54:34+02:00,21.15
2018-04-09T10:09:34+00:00,2018-04-09T12:09:34+02:00,21.27
2018-04-09T10:24:34+00:00,2018-04-09T12:24:34+02:00,21.34
2018-04-09T10:39:34+00:00,2018-04-09T12:39:34+02:00,21.4
2018-04-09T10:54:34+00:00,2018-04-09T12:54:34+02:00,21.51
2018-04-09T11:09:34+00:00,2018-04-09T13:09:34+02:00,21.58
2018-04-09T11:24:34+00:00,2018-04-09T13:24:34+02:00,21.64
2018-04-09T11:39:34+00:00,2018-04-09T13:39:34+02:00,21.64
2018-04-09T11:54:34+00:00,2018-04-09T13:54:34+02:00,21.64
2018-04-09T12:09:35+00:00,2018-04-09T14:09:35+02:00,21.7
2018-04-09T12:24:36+00:00,2018-04-09T14:24:36+02:00,21.77
2018-04-09T12:39:37+00:00,2018-04-09T14:39:37+02:00,21.96
2018-04-09T12:54:37+00:00,2018-04-09T14:54:37+02:00,22.13
2018-04-09T13:09:37+00:00,2018-04-09T15:09:37+02:00,22.39
2018-04-09T13:24:37+00:00,2018-04-09T15:24:37+02:00,22.56
2018-04-09T13:39:37+00:00,2018-04-09T15:39:37+02:00,22.82
2018-04-09T13:54:37+00:00,2018-04-09T15:54:37+02:00,23.01
2018-04-09T14:09:37+00:00,2018-04-09T16:09:37+02:00,23.18
2018-04-09T14:24:37+00:00,2018-04-09T16:24:37+02:00,23.37
2018-04-09T14:39:38+00:00,2018-04-09T16:39:38+02:00,23.5
2018-04-09T14:54:38+00:00,2018-04-09T16:54:38+02:00,23.67
2018-04-09T15:09:38+00:00,2018-04-09T17:09:38+02:00,23.8
2018-04-09T15:24:38+00:00,2018-04-09T17:24:38+02:00,23.92
2018-04-09T15:39:38+00:00,2018-04-09T17:39:38+02:00,24.04
2018-04-09T15:54:39+00:00,2018-04-09T17:54:39+02:00,24.11
2018-04-09T16:09:40+00:00,2018-04-09T18:09:40+02:00,24.22
2018-04-09T16:24:40+00:00,2018-04-09T18:24:40+02:00,24.28
2018-04-09T16:39:40+00:00,2018-04-09T18:39:40+02:00,24.34
2018-04-09T16:54:40+00:00,2018-04-09T18:54:40+02:00,24.28
2018-04-09T17:09:40+00:00,2018-04-09T19:09:40+02:00,24.28
2018-04-09T17:24:40+00:00,2018-04-09T19:24:40+02:00,24.22
2018-04-09T17:39:41+00:00,2018-04-09T19:39:41+02:00,24.16
2018-04-09T17:45:36+00:00,2018-04-09T19:45:36+02:00,24.11
2018-04-09T18:00:31+00:00,2018-04-09T20:00:31+02:00,23.86
2018-04-09T18:15:31+00:00,2018-04-09T20:15:31+02:00,23.86
2018-04-09T18:30:31+00:00,2018-04-09T20:30:31+02:00,23.67
2018-04-09T18:45:31+00:00,2018-04-09T20:45:31+02:00,23.61
2018-04-09T19:00:31+00:00,2018-04-09T21:00:31+02:00,23.56
2018-04-09T19:15:31+00:00,2018-04-09T21:15:31+02:00,23.5
2018-04-09T19:30:31+00:00,2018-04-09T21:30:31+02:00,23.5
2018-04-09T19:45:31+00:00,2018-04-09T21:45:31+02:00,23.5
2018-04-09T20:00:31+00:00,2018-04-09T22:00:31+02:00,23.43
2018-04-09T20:15:31+00:00,2018-04-09T22:15:31+02:00,23.5
2018-04-09T20:30:31+00:00,2018-04-09T22:30:31+02:00,23.61
2018-04-09T20:45:32+00:00,2018-04-09T22:45:32+02:00,23.8
2018-04-09T21:00:32+00:00,2018-04-09T23:00:32+02:00,23.8
2018-04-09T21:15:32+00:00,2018-04-09T23:15:32+02:00,23.92
2018-04-09T21:30:32+00:00,2018-04-09T23:30:32+02:00,23.86
2018-04-09T21:45:32+00:00,2018-04-09T23:45:32+02:00,23.8
2018-04-09T22:00:32+00:00,2018-04-10T00:00:32+02:00,23.8
2018-04-09T22:15:33+00:00,2018-04-10T00:15:33+02:00,23.8
2018-04-09T22:30:33+00:00,2018-04-10T00:30:33+02:00,23.86
2018-04-09T22:45:30+00:00,2018-04-10T00:45:30+02:00,23.86
2018-04-09T23:00:30+00:00,2018-04-10T01:00:30+02:00,25.36
2018-04-09T23:15:30+00:00,2018-04-10T01:15:30+02:00,25.01
2018-04-09T23:30:30+00:00,2018-04-10T01:30:30+02:00,24.46
2018-04-09T23:45:30+00:00,2018-04-10T01:45:30+02:00,24.16
2018-04-10T00:00:30+00:00,2018-04-10T02:00:30+02:00,24.04
2018-04-10T00:15:30+00:00,2018-04-10T02:15:30+02:00,23.92
2018-04-10T00:30:30+00:00,2018-04-10T02:30:30+02:00,23.86
2018-04-10T00:45:30+00:00,2018-04-10T02:45:30+02:00,23.8
2018-04-10T01:00:30+00:00,2018-04-10T03:00:30+02:00,23.8
2018-04-10T01:15:30+00:00,2018-04-10T03:15:30+02:00,23.73
2018-04-10T01:30:31+00:00,2018-04-10T03:30:31+02:00,23.73
2018-04-10T01:45:32+00:00,2018-04-10T03:45:32+02:00,23.73
2018-04-10T02:00:32+00:00,2018-04-10T04:00:32+02:00,23.73
2018-04-10T02:15:32+00:00,2018-04-10T04:15:32+02:00,23.67
2018-04-10T02:30:32+00:00,2018-04-10T04:30:32+02:00,23.67
2018-04-10T02:45:32+00:00,2018-04-10T04:45:32+02:00,23.67
2018-04-10T03:00:32+00:00,2018-04-10T05:00:32+02:00,23.67
2018-04-10T03:15:33+00:00,2018-04-10T05:15:33+02:00,23.67
2018-04-10T03:30:33+00:00,2018-04-10T05:30:33+02:00,23.67
2018-04-10T03:45:34+00:00,2018-04-10T05:45:34+02:00,23.67
2018-04-10T04:00:34+00:00,2018-04-10T06:00:34+02:00,23.67
2018-04-10T04:15:34+00:00,2018-04-10T06:15:34+02:00,23.67
2018-04-10T04:30:35+00:00,2018-04-10T06:30:35+02:00,23.73
2018-04-10T04:45:36+00:00,2018-04-10T06:45:36+02:00,23.67
2018-04-10T05:00:36+00:00,2018-04-10T07:00:36+02:00,23.61
2018-04-10T05:15:36+00:00,2018-04-10T07:15:36+02:00,23.61
2018-04-10T05:30:36+00:00,2018-04-10T07:30:36+02:00,23.61
2018-04-10T05:45:37+00:00,2018-04-10T07:45:37+02:00,23.5
