utc,local,celsius
2017-09-29T17:02:47+00:00,2017-09-29T19:02:47+02:00,21.83
2017-09-29T17:17:47+00:00,2017-09-29T19:17:47+02:00,21.83
2017-09-29T17:32:47+00:00,2017-09-29T19:32:47+02:00,21.83
2017-09-29T17:47:47+00:00,2017-09-29T19:47:47+02:00,21.89
2017-09-29T18:02:48+00:00,2017-09-29T20:02:48+02:00,22.01
2017-09-29T18:17:48+00:00,2017-09-29T20:17:48+02:00,22.07
2017-09-29T18:32:48+00:00,2017-09-29T20:32:48+02:00,22.13
2017-09-29T18:47:48+00:00,2017-09-29T20:47:48+02:00,22.26
2017-09-29T19:02:48+00:00,2017-09-29T21:02:48+02:00,22.39
2017-09-29T19:17:49+00:00,2017-09-29T21:17:49+02:00,22.51
2017-09-29T19:32:49+00:00,2017-09-29T21:32:49+02:00,22.56
2017-09-29T19:47:49+00:00,2017-09-29T21:47:49+02:00,22.63
2017-09-29T20:02:50+00:00,2017-09-29T22:02:50+02:00,22.69
2017-09-29T20:17:51+00:00,2017-09-29T22:17:51+02:00,22.69
2017-09-29T20:32:51+00:00,2017-09-29T22:32:51+02:00,22.75
2017-09-29T20:47:51+00:00,2017-09-29T22:47:51+02:00,22.75
2017-09-29T21:02:51+00:00,2017-09-29T23:02:51+02:00,22.75
2017-09-29T21:17:52+00:00,2017-09-29T23:17:52+02:00,22.75
2017-09-29T21:32:52+00:00,2017-09-29T23:32:52+02:00,22.75
2017-09-29T21:47:52+00:00,2017-09-29T23:47:52+02:00,22.75
2017-09-29T22:02:52+00:00,2017-09-30T00:02:52+02:00,22.75
2017-09-29T22:17:52+00:00,2017-09-30T00:17:52+02:00,22.69
2017-09-29T22:32:52+00:00,2017-09-30T00:32:52+02:00,22.69
2017-09-29T22:47:52+00:00,2017-09-30T00:47:52+02:00,22.69
2017-09-29T23:02:52+00:00,2017-09-30T01:02:52+02:00,22.63
2017-09-29T23:17:52+00:00,2017-09-30T01:17:52+02:00,22.63
2017-09-29T23:32:52+00:00,2017-09-30T01:32:52+02:00,22.56
2017-09-29T23:47:53+00:00,2017-09-30T01:47:53+02:00,22.56
2017-09-30T00:02:53+00:00,2017-09-30T02:02:53+02:00,22.56
2017-09-30T00:17:53+00:00,2017-09-30T02:17:53+02:00,22.56
2017-09-30T00:32:54+00:00,2017-09-30T02:32:54+02:00,22.51
2017-09-30T00:47:54+00:00,2017-09-30T02:47:54+02:00,22.51
2017-09-30T01:02:54+00:00,2017-09-30T03:02:54+02:00,22.51
2017-09-30T01:17:54+00:00,2017-09-30T03:17:54+02:00,22.45
2017-09-30T01:32:54+00:00,2017-09-30T03:32:54+02:00,22.45
2017-09-30T01:47:54+00:00,2017-09-30T03:47:54+02:00,22.45
2017-09-30T02:02:54+00:00,2017-09-30T04:02:54+02:00,22.39
2017-09-30T02:17:54+00:00,2017-09-30T04:17:54+02:00,22.39
2017-09-30T02:32:54+00:00,2017-09-30T04:32:54+02:00,22.39
2017-09-30T02:47:54+00:00,2017-09-30T04:47:54+02:00,22.32
2017-09-30T03:02:54+00:00,2017-09-30T05:02:54+02:00,22.32
2017-09-30T03:17:54+00:00,2017-09-30T05:17:54+02:00,22.32
2017-09-30T03:32:54+00:00,2017-09-30T05:32:54+02:00,22.26
2017-09-30T03:47:54+00:00,2017-09-30T05:47:54+02:00,22.26
2017-09-30T04:02:54+00:00,2017-09-30T06:02:54+02:00,22.26
2017-09-30T04:17:54+00:00,2017-09-30T06:17:54+02:00,22.26
2017-09-30T04:32:55+00:00,2017-09-30T06:32:55+02:00,22.2
2017-09-30T04:47:56+00:00,2017-09-30T06:47:56+02:00,22.2
2017-09-30T05:02:56+00:00,2017-09-30T07:02:56+02:00,22.2
2017-09-30T05:17:56+00:00,2017-09-30T07:17:56+02:00,22.2
2017-09-30T05:32:56+00:00,2017-09-30T07:32:56+02:00,22.13
2017-09-30T05:47:56+00:00,2017-09-30T07:47:56+02:00,22.13
2017-09-30T06:02:56+00:00,2017-09-30T08:02:56+02:00,22.13
2017-09-30T06:17:56+00:00,2017-09-30T08:17:56+02:00,22.07
2017-09-30T06:32:56+00:00,2017-09-30T08:32:56+02:00,22.07
2017-09-30T06:47:56+00:00,2017-09-30T08:47:56+02:00,22.07
2017-09-30T07:02:58+00:00,2017-09-30T09:02:58+02:00,22.07
2017-09-30T07:17:58+00:00,2017-09-30T09:17:58+02:00,22.01
2017-09-30T07:32:59+00:00,2017-09-30T09:32:59+02:00,22.01
2017-09-30T07:47:58+00:00,2017-09-30T09:47:58+02:00,22.01
2017-09-30T08:02:58+00:00,2017-09-30T10:02:58+02:00,22.01
2017-09-30T08:17:59+00:00,2017-09-30T10:17:59+02:00,22.01
2017-09-30T08:32:58+00:00,2017-09-30T10:32:58+02:00,21.96
2017-09-30T08:47:58+00:00,2017-09-30T10:47:58+02:00,21.96
2017-09-30T09:02:58+00:00,2017-09-30T11:02:58+02:00,21.96
2017-09-30T09:17:59+00:00,2017-09-30T11:17:59+02:00,21.96
2017-09-30T09:32:59+00:00,2017-09-30T11:32:59+02:00,21.96
2017-09-30T09:47:59+00:00,2017-09-30T11:47:59+02:00,21.96
2017-09-30T10:02:59+00:00,2017-09-30T12:02:59+02:00,22.13
2017-09-30T10:18:00+00:00,2017-09-30T12:18:00+02:00,22.13
2017-09-30T10:33:00+00:00,2017-09-30T12:33:00+02:00,22.07
2017-09-30T10:48:01+00:00,2017-09-30T12:48:01+02:00,22.01
2017-09-30T11:03:01+00:00,2017-09-30T13:03:01+02:00,22.01
2017-09-30T11:18:01+00:00,2017-09-30T13:18:01+02:00,21.96
2017-09-30T11:33:02+00:00,2017-09-30T13:33:02+02:00,21.96
2017-09-30T11:48:02+00:00,2017-09-30T13:48:02+02:00,21.89
2017-09-30T12:03:02+00:00,2017-09-30T14:03:02+02:00,21.89
2017-09-30T12:18:02+00:00,2017-09-30T14:18:02+02:00,21.89
2017-09-30T12:33:02+00:00,2017-09-30T14:33:02+02:00,21.83
2017-09-30T12:48:02+00:00,2017-09-30T14:48:02+02:00,21.83
2017-09-30T13:03:02+00:00,2017-09-30T15:03:02+02:00,21.83
2017-09-30T13:18:02+00:00,2017-09-30T15:18:02+02:00,21.83
2017-09-30T13:33:02+00:00,2017-09-30T15:33:02+02:00,21.89
2017-09-30T13:48:04+00:00,2017-09-30T15:48:04+02:00,21.89
2017-09-30T14:03:04+00:00,2017-09-30T16:03:04+02:00,21.89
2017-09-30T14:18:04+00:00,2017-09-30T16:18:04+02:00,21.89
2017-09-30T14:33:04+00:00,2017-09-30T16:33:04+02:00,21.89
2017-09-30T14:48:04+00:00,2017-09-30T16:48:04+02:00,21.89
2017-09-30T15:03:04+00:00,2017-09-30T17:03:04+02:00,21.89
2017-09-30T15:18:04+00:00,2017-09-30T17:18:04+02:00,21.83
2017-09-30T15:33:04+00:00,2017-09-30T17:33:04+02:00,21.83
2017-09-30T15:48:04+00:00,2017-09-30T17:48:04+02:00,21.83
2017-09-30T16:03:04+00:00,2017-09-30T18:03:04+02:00,21.77
2017-09-30T16:18:05+00:00,2017-09-30T18:18:05+02:00,21.77
2017-09-30T16:33:05+00:00,2017-09-30T18:33:05+02:00,21.77
2017-09-30T16:48:05+00:00,2017-09-30T18:48:05+02:00,21.77
2017-09-30T17:03:05+00:00,2017-09-30T19:03:05+02:00,21.77
2017-09-30T17:18:05+00:00,2017-09-30T19:18:05+02:00,21.77
2017-09-30T17:33:05+00:00,2017-09-30T19:33:05+02:00,21.77
2017-09-30T17:48:05+00:00,2017-09-30T19:48:05+02:00,21.7
2017-09-30T18:03:05+00:00,2017-09-30T20:03:05+02:00,21.7
2017-09-30T18:18:06+00:00,2017-09-30T20:18:06+02:00,21.7
2017-09-30T18:33:07+00:00,2017-09-30T20:33:07+02:00,21.64
2017-09-30T18:48:08+00:00,2017-09-30T20:48:08+02:00,21.7
2017-09-30T19:03:08+00:00,2017-09-30T21:03:08+02:00,21.7
2017-09-30T19:18:08+00:00,2017-09-30T21:18:08+02:00,21.7
2017-09-30T19:33:09+00:00,2017-09-30T21:33:09+02:00,21.7
2017-09-30T19:48:09+00:00,2017-09-30T21:48:09+02:00,21.7
2017-09-30T20:03:09+00:00,2017-09-30T22:03:09+02:00,21.7
2017-09-30T20:18:09+00:00,2017-09-30T22:18:09+02:00,21.7
2017-09-30T20:33:09+00:00,2017-09-30T22:33:09+02:00,21.7
2017-09-30T20:48:11+00:00,2017-09-30T22:48:11+02:00,21.7
2017-09-30T21:03:11+00:00,2017-09-30T23:03:11+02:00,21.7
2017-09-30T21:18:11+00:00,2017-09-30T23:18:11+02:00,21.7
2017-09-30T21:33:11+00:00,2017-09-30T23:33:11+02:00,21.7
2017-09-30T21:48:11+00:00,2017-09-30T23:48:11+02:00,21.64
2017-09-30T22:03:12+00:00,2017-10-01T00:03:12+02:00,21.64
2017-09-30T22:18:12+00:00,2017-10-01T00:18:12+02:00,21.64
2017-09-30T22:33:12+00:00,2017-10-01T00:33:12+02:00,21.64
2017-09-30T22:48:13+00:00,2017-10-01T00:48:13+02:00,21.64
2017-09-30T23:03:13+00:00,2017-10-01T01:03:13+02:00,21.64
2017-09-30T23:18:13+00:00,2017-10-01T01:18:13+02:00,21.64
2017-09-30T23:33:13+00:00,2017-10-01T01:33:13+02:00,21.64
2017-09-30T23:48:13+00:00,2017-10-01T01:48:13+02:00,21.64
2017-10-01T00:03:14+00:00,2017-10-01T02:03:14+02:00,21.58
2017-10-01T00:18:14+00:00,2017-10-01T02:18:14+02:00,21.58
2017-10-01T00:33:14+00:00,2017-10-01T02:33:14+02:00,21.58
2017-10-01T00:48:15+00:00,2017-10-01T02:48:15+02:00,21.51
2017-10-01T00:56:16+00:00,2017-10-01T02:56:16+02:00,21.51
2017-10-01T00:56:25+00:00,2017-10-01T02:56:25+02:00,21.51
2017-10-01T01:03:15+00:00,2017-10-01T03:03:15+02:00,21.51
2017-10-01T01:18:15+00:00,2017-10-01T03:18:15+02:00,21.51
2017-10-01T01:33:16+00:00,2017-10-01T03:33:16+02:00,21.46
2017-10-01T01:48:16+00:00,2017-10-01T03:48:16+02:00,21.46
2017-10-01T02:03:16+00:00,2017-10-01T04:03:16+02:00,21.46
2017-10-01T02:18:16+00:00,2017-10-01T04:18:16+02:00,21.46
2017-10-01T02:33:16+00:00,2017-10-01T04:33:16+02:00,21.4
2017-10-01T02:48:16+00:00,2017-10-01T04:48:16+02:00,21.4
2017-10-01T03:03:16+00:00,2017-10-01T05:03:16+02:00,21.4
2017-10-01T03:18:16+00:00,2017-10-01T05:18:16+02:00,21.4
2017-10-01T03:33:17+00:00,2017-10-01T05:33:17+02:00,21.34
2017-10-01T03:48:18+00:00,2017-10-01T05:48:18+02:00,21.34
2017-10-01T04:03:18+00:00,2017-10-01T06:03:18+02:00,21.34
2017-10-01T04:18:18+00:00,2017-10-01T06:18:18+02:00,21.27
2017-10-01T04:33:18+00:00,2017-10-01T06:33:18+02:00,21.27
2017-10-01T04:48:19+00:00,2017-10-01T06:48:19+02:00,21.27
2017-10-01T05:03:19+00:00,2017-10-01T07:03:19+02:00,21.21
2017-10-01T05:18:19+00:00,2017-10-01T07:18:19+02:00,21.21
2017-10-01T05:33:19+00:00,2017-10-01T07:33:19+02:00,21.21
2017-10-01T05:48:19+00:00,2017-10-01T07:48:19+02:00,21.15
2017-10-01T06:03:19+00:00,2017-10-01T08:03:19+02:00,21.15
2017-10-01T06:18:19+00:00,2017-10-01T08:18:19+02:00,21.15
2017-10-01T06:33:19+00:00,2017-10-01T08:33:19+02:00,21.08
2017-10-01T06:48:19+00:00,2017-10-01T08:48:19+02:00,21.08
2017-10-01T07:03:19+00:00,2017-10-01T09:03:19+02:00,21.08
2017-10-01T07:18:19+00:00,2017-10-01T09:18:19+02:00,21.02
2017-10-01T07:33:20+00:00,2017-10-01T09:33:20+02:00,21.02
2017-10-01T07:48:20+00:00,2017-10-01T09:48:20+02:00,21.02
2017-10-01T08:03:20+00:00,2017-10-01T10:03:20+02:00,20.96
2017-10-01T08:18:20+00:00,2017-10-01T10:18:20+02:00,20.96
2017-10-01T08:33:20+00:00,2017-10-01T10:33:20+02:00,20.96
2017-10-01T08:48:20+00:00,2017-10-01T10:48:20+02:00,20.96
2017-10-01T09:03:20+00:00,2017-10-01T11:03:20+02:00,20.9
2017-10-01T09:18:21+00:00,2017-10-01T11:18:21+02:00,20.9
2017-10-01T09:33:22+00:00,2017-10-01T11:33:22+02:00,20.84
2017-10-01T09:48:22+00:00,2017-10-01T11:48:22+02:00,20.84
2017-10-01T10:03:22+00:00,2017-10-01T12:03:22+02:00,20.84
2017-10-01T10:18:22+00:00,2017-10-01T12:18:22+02:00,20.84
2017-10-01T10:33:22+00:00,2017-10-01T12:33:22+02:00,20.84
2017-10-01T10:48:23+00:00,2017-10-01T12:48:23+02:00,20.84
2017-10-01T11:03:23+00:00,2017-10-01T13:03:23+02:00,20.77
2017-10-01T11:18:24+00:00,2017-10-01T13:18:24+02:00,20.77
2017-10-01T11:33:24+00:00,2017-10-01T13:33:24+02:00,20.77
2017-10-01T11:48:24+00:00,2017-10-01T13:48:24+02:00,20.77
2017-10-01T12:03:24+00:00,2017-10-01T14:03:24+02:00,20.77
2017-10-01T12:18:25+00:00,2017-10-01T14:18:25+02:00,20.77
2017-10-01T12:33:25+00:00,2017-10-01T14:33:25+02:00,20.71
2017-10-01T12:48:25+00:00,2017-10-01T14:48:25+02:00,20.71
2017-10-01T13:03:25+00:00,2017-10-01T15:03:25+02:00,20.71
2017-10-01T13:18:25+00:00,2017-10-01T15:18:25+02:00,20.71
2017-10-01T13:33:25+00:00,2017-10-01T15:33:25+02:00,20.71
2017-10-01T13:48:25+00:00,2017-10-01T15:48:25+02:00,20.71
2017-10-01T14:03:25+00:00,2017-10-01T16:03:25+02:00,20.84
2017-10-01T14:18:25+00:00,2017-10-01T16:18:25+02:00,20.9
2017-10-01T14:33:25+00:00,2017-10-01T16:33:25+02:00,20.84
2017-10-01T14:48:25+00:00,2017-10-01T16:48:25+02:00,20.77
2017-10-01T15:03:25+00:00,2017-10-01T17:03:25+02:00,20.71
2017-10-01T15:18:26+00:00,2017-10-01T17:18:26+02:00,20.64
2017-10-01T15:33:26+00:00,2017-10-01T17:33:26+02:00,20.64
2017-10-01T15:48:26+00:00,2017-10-01T17:48:26+02:00,20.58
2017-10-01T16:03:26+00:00,2017-10-01T18:03:26+02:00,20.51
2017-10-01T16:18:26+00:00,2017-10-01T18:18:26+02:00,20.51
2017-10-01T16:33:26+00:00,2017-10-01T18:33:26+02:00,20.51
2017-10-01T16:48:26+00:00,2017-10-01T18:48:26+02:00,20.51
2017-10-01T17:03:26+00:00,2017-10-01T19:03:26+02:00,20.45
2017-10-01T17:18:26+00:00,2017-10-01T19:18:26+02:00,20.45
2017-10-01T17:33:26+00:00,2017-10-01T19:33:26+02:00,20.51
2017-10-01T17:48:26+00:00,2017-10-01T19:48:26+02:00,18.75
2017-10-01T18:03:28+00:00,2017-10-01T20:03:28+02:00,18.23
2017-10-01T18:18:28+00:00,2017-10-01T20:18:28+02:00,19.76
2017-10-01T18:33:28+00:00,2017-10-01T20:33:28+02:00,19.94
2017-10-01T18:48:29+00:00,2017-10-01T20:48:29+02:00,20.51
2017-10-01T19:03:29+00:00,2017-10-01T21:03:29+02:00,20.84
2017-10-01T19:18:29+00:00,2017-10-01T21:18:29+02:00,21.21
2017-10-01T19:33:29+00:00,2017-10-01T21:33:29+02:00,21.34
2017-10-01T19:48:30+00:00,2017-10-01T21:48:30+02:00,21.46
2017-10-01T20:03:30+00:00,2017-10-01T22:03:30+02:00,21.51
2017-10-01T20:18:30+00:00,2017-10-01T22:18:30+02:00,21.51
2017-10-01T20:33:30+00:00,2017-10-01T22:33:30+02:00,21.58
2017-10-01T20:48:31+00:00,2017-10-01T22:48:31+02:00,20.07
2017-10-01T21:03:31+00:00,2017-10-01T23:03:31+02:00,20.27
2017-10-01T21:18:31+00:00,2017-10-01T23:18:31+02:00,19.19
2017-10-01T21:33:31+00:00,2017-10-01T23:33:31+02:00,20.01
2017-10-01T21:48:31+00:00,2017-10-01T23:48:31+02:00,20.2
2017-10-01T22:03:31+00:00,2017-10-02T00:03:31+02:00,20.27
2017-10-01T22:18:32+00:00,2017-10-02T00:18:32+02:00,20.45
2017-10-01T22:33:32+00:00,2017-10-02T00:33:32+02:00,20.58
2017-10-01T22:48:32+00:00,2017-10-02T00:48:32+02:00,20.64
2017-10-01T23:03:32+00:00,2017-10-02T01:03:32+02:00,20.64
2017-10-01T23:18:32+00:00,2017-10-02T01:18:32+02:00,20.64
2017-10-01T23:33:32+00:00,2017-10-02T01:33:32+02:00,20.64
2017-10-01T23:48:32+00:00,2017-10-02T01:48:32+02:00,20.58
2017-10-02T00:03:32+00:00,2017-10-02T02:03:32+02:00,20.58
2017-10-02T00:18:33+00:00,2017-10-02T02:18:33+02:00,20.58
2017-10-02T00:33:34+00:00,2017-10-02T02:33:34+02:00,20.58
2017-10-02T00:48:34+00:00,2017-10-02T02:48:34+02:00,20.58
2017-10-02T01:03:34+00:00,2017-10-02T03:03:34+02:00,20.51
2017-10-02T01:18:34+00:00,2017-10-02T03:18:34+02:00,20.51
2017-10-02T01:33:35+00:00,2017-10-02T03:33:35+02:00,20.51
2017-10-02T01:48:36+00:00,2017-10-02T03:48:36+02:00,20.51
2017-10-02T02:03:36+00:00,2017-10-02T04:03:36+02:00,20.51
2017-10-02T02:18:36+00:00,2017-10-02T04:18:36+02:00,20.45
2017-10-02T02:33:36+00:00,2017-10-02T04:33:36+02:00,20.45
2017-10-02T02:48:36+00:00,2017-10-02T04:48:36+02:00,20.45
2017-10-02T03:03:36+00:00,2017-10-02T05:03:36+02:00,20.45
2017-10-02T03:18:37+00:00,2017-10-02T05:18:37+02:00,20.45
2017-10-02T03:33:37+00:00,2017-10-02T05:33:37+02:00,20.45
2017-10-02T03:48:37+00:00,2017-10-02T05:48:37+02:00,20.4
2017-10-02T04:03:38+00:00,2017-10-02T06:03:38+02:00,20.4
2017-10-02T04:18:38+00:00,2017-10-02T06:18:38+02:00,20.4
2017-10-02T04:33:38+00:00,2017-10-02T06:33:38+02:00,20.4
2017-10-02T04:48:38+00:00,2017-10-02T06:48:38+02:00,20.4
2017-10-02T05:03:38+00:00,2017-10-02T07:03:38+02:00,20.33
2017-10-02T05:09:47+00:00,2017-10-02T07:09:47+02:00,20.33
2017-10-02T05:18:38+00:00,2017-10-02T07:18:38+02:00,20.33
2017-10-02T05:33:38+00:00,2017-10-02T07:33:38+02:00,20.33
2017-10-02T05:48:38+00:00,2017-10-02T07:48:38+02:00,20.33
2017-10-02T06:03:38+00:00,2017-10-02T08:03:38+02:00,20.33
2017-10-02T06:18:38+00:00,2017-10-02T08:18:38+02:00,20.33
2017-10-02T06:33:38+00:00,2017-10-02T08:33:38+02:00,20.33
2017-10-02T06:48:38+00:00,2017-10-02T08:48:38+02:00,20.33
2017-10-02T07:03:38+00:00,2017-10-02T09:03:38+02:00,20.33
2017-10-02T07:18:38+00:00,2017-10-02T09:18:38+02:00,20.33
2017-10-02T07:33:38+00:00,2017-10-02T09:33:38+02:00,20.33
2017-10-02T07:48:38+00:00,2017-10-02T09:48:38+02:00,20.27
2017-10-02T08:03:38+00:00,2017-10-02T10:03:38+02:00,20.27
2017-10-02T08:18:39+00:00,2017-10-02T10:18:39+02:00,20.27
2017-10-02T08:33:39+00:00,2017-10-02T10:33:39+02:00,20.27
2017-10-02T08:48:39+00:00,2017-10-02T10:48:39+02:00,20.27
2017-10-02T09:03:39+00:00,2017-10-02T11:03:39+02:00,20.27
2017-10-02T09:18:40+00:00,2017-10-02T11:18:40+02:00,20.2
2017-10-02T09:33:41+00:00,2017-10-02T11:33:41+02:00,20.2
2017-10-02T09:48:41+00:00,2017-10-02T11:48:41+02:00,20.2
2017-10-02T10:03:41+00:00,2017-10-02T12:03:41+02:00,20.2
2017-10-02T10:18:42+00:00,2017-10-02T12:18:42+02:00,20.2
2017-10-02T10:33:43+00:00,2017-10-02T12:33:43+02:00,20.2
2017-10-02T10:48:44+00:00,2017-10-02T12:48:44+02:00,20.2
2017-10-02T11:03:44+00:00,2017-10-02T13:03:44+02:00,20.2
2017-10-02T11:18:44+00:00,2017-10-02T13:18:44+02:00,20.2
2017-10-02T11:33:44+00:00,2017-10-02T13:33:44+02:00,20.2
2017-10-02T11:48:44+00:00,2017-10-02T13:48:44+02:00,20.2
2017-10-02T12:03:44+00:00,2017-10-02T14:03:44+02:00,20.2
2017-10-02T12:18:45+00:00,2017-10-02T14:18:45+02:00,20.2
2017-10-02T12:33:45+00:00,2017-10-02T14:33:45+02:00,20.2
2017-10-02T12:48:45+00:00,2017-10-02T14:48:45+02:00,20.2
2017-10-02T13:03:45+00:00,2017-10-02T15:03:45+02:00,20.2
2017-10-02T13:18:46+00:00,2017-10-02T15:18:46+02:00,20.2
2017-10-02T13:33:47+00:00,2017-10-02T15:33:47+02:00,20.2
2017-10-02T13:48:47+00:00,2017-10-02T15:48:47+02:00,20.2
2017-10-02T14:03:47+00:00,2017-10-02T16:03:47+02:00,20.2
2017-10-02T14:18:47+00:00,2017-10-02T16:18:47+02:00,20.2
2017-10-02T14:33:47+00:00,2017-10-02T16:33:47+02:00,20.2
2017-10-02T14:48:47+00:00,2017-10-02T16:48:47+02:00,20.2
2017-10-02T15:03:47+00:00,2017-10-02T17:03:47+02:00,20.2
2017-10-02T15:18:47+00:00,2017-10-02T17:18:47+02:00,20.2
2017-10-02T15:33:47+00:00,2017-10-02T17:33:47+02:00,20.2
2017-10-02T15:48:47+00:00,2017-10-02T17:48:47+02:00,20.2
2017-10-02T16:03:47+00:00,2017-10-02T18:03:47+02:00,20.2
2017-10-02T16:18:47+00:00,2017-10-02T18:18:47+02:00,20.14
2017-10-02T16:33:47+00:00,2017-10-02T18:33:47+02:00,20.14
2017-10-02T16:48:47+00:00,2017-10-02T18:48:47+02:00,20.07
2017-10-02T17:03:47+00:00,2017-10-02T19:03:47+02:00,20.07
2017-10-02T17:18:47+00:00,2017-10-02T19:18:47+02:00,20.07
2017-10-02T17:33:47+00:00,2017-10-02T19:33:47+02:00,20.07
2017-10-02T17:48:47+00:00,2017-10-02T19:48:47+02:00,20.07
2017-10-02T18:03:48+00:00,2017-10-02T20:03:48+02:00,20.07
2017-10-02T18:18:48+00:00,2017-10-02T20:18:48+02:00,20.07
2017-10-02T18:33:48+00:00,2017-10-02T20:33:48+02:00,20.07
2017-10-02T18:48:48+00:00,2017-10-02T20:48:48+02:00,20.14
2017-10-02T19:03:48+00:00,2017-10-02T21:03:48+02:00,20.27
2017-10-02T19:08:31+00:00,2017-10-02T21:08:31+02:00,20.27
2017-10-02T19:18:48+00:00,2017-10-02T21:18:48+02:00,20.33
2017-10-02T19:33:49+00:00,2017-10-02T21:33:49+02:00,20.33
2017-10-02T19:48:49+00:00,2017-10-02T21:48:49+02:00,20.4
2017-10-02T20:03:49+00:00,2017-10-02T22:03:49+02:00,20.4
2017-10-02T20:18:50+00:00,2017-10-02T22:18:50+02:00,20.4
2017-10-02T20:33:50+00:00,2017-10-02T22:33:50+02:00,20.4
2017-10-02T20:48:51+00:00,2017-10-02T22:48:51+02:00,20.33
2017-10-02T21:03:51+00:00,2017-10-02T23:03:51+02:00,20.33
2017-10-02T21:18:51+00:00,2017-10-02T23:18:51+02:00,20.33
2017-10-02T21:33:52+00:00,2017-10-02T23:33:52+02:00,20.33
2017-10-02T21:48:53+00:00,2017-10-02T23:48:53+02:00,20.33
2017-10-02T22:03:53+00:00,2017-10-03T00:03:53+02:00,20.33
2017-10-02T22:18:53+00:00,2017-10-03T00:18:53+02:00,20.33
2017-10-02T22:33:54+00:00,2017-10-03T00:33:54+02:00,20.27
2017-10-02T22:48:54+00:00,2017-10-03T00:48:54+02:00,20.27
2017-10-02T23:03:54+00:00,2017-10-03T01:03:54+02:00,20.27
2017-10-02T23:18:54+00:00,2017-10-03T01:18:54+02:00,20.27
2017-10-02T23:33:55+00:00,2017-10-03T01:33:55+02:00,20.2
2017-10-02T23:48:55+00:00,2017-10-03T01:48:55+02:00,20.2
2017-10-03T00:03:55+00:00,2017-10-03T02:03:55+02:00,20.2
2017-10-03T00:18:55+00:00,2017-10-03T02:18:55+02:00,20.2
2017-10-03T00:33:56+00:00,2017-10-03T02:33:56+02:00,20.14
2017-10-03T00:48:56+00:00,2017-10-03T02:48:56+02:00,20.14
2017-10-03T01:03:56+00:00,2017-10-03T03:03:56+02:00,20.14
2017-10-03T01:18:56+00:00,2017-10-03T03:18:56+02:00,20.07
2017-10-03T01:33:57+00:00,2017-10-03T03:33:57+02:00,20.07
2017-10-03T01:48:57+00:00,2017-10-03T03:48:57+02:00,20.07
2017-10-03T02:03:57+00:00,2017-10-03T04:03:57+02:00,20.07
2017-10-03T02:18:57+00:00,2017-10-03T04:18:57+02:00,20.07
2017-10-03T02:33:58+00:00,2017-10-03T04:33:58+02:00,20.01
2017-10-03T02:48:58+00:00,2017-10-03T04:48:58+02:00,20.01
2017-10-03T03:03:58+00:00,2017-10-03T05:03:58+02:00,20.01
2017-10-03T03:18:58+00:00,2017-10-03T05:18:58+02:00,20.01
2017-10-03T03:33:59+00:00,2017-10-03T05:33:59+02:00,19.94
2017-10-03T03:48:59+00:00,2017-10-03T05:48:59+02:00,19.94
2017-10-03T04:03:59+00:00,2017-10-03T06:03:59+02:00,19.94
2017-10-03T04:18:59+00:00,2017-10-03T06:18:59+02:00,19.88
2017-10-03T04:34:00+00:00,2017-10-03T06:34:00+02:00,19.88
2017-10-03T04:49:00+00:00,2017-10-03T06:49:00+02:00,19.88
2017-10-03T05:04:00+00:00,2017-10-03T07:04:00+02:00,19.83
2017-10-03T05:12:54+00:00,2017-10-03T07:12:54+02:00,19.83
2017-10-03T05:19:01+00:00,2017-10-03T07:19:01+02:00,19.83
2017-10-03T05:34:02+00:00,2017-10-03T07:34:02+02:00,19.83
2017-10-03T05:49:02+00:00,2017-10-03T07:49:02+02:00,19.83
2017-10-03T06:04:03+00:00,2017-10-03T08:04:03+02:00,19.76
2017-10-03T06:19:04+00:00,2017-10-03T08:19:04+02:00,19.76
2017-10-03T06:34:06+00:00,2017-10-03T08:34:06+02:00,19.76
2017-10-03T06:49:06+00:00,2017-10-03T08:49:06+02:00,19.76
2017-10-03T07:04:07+00:00,2017-10-03T09:04:07+02:00,19.76
2017-10-03T07:19:07+00:00,2017-10-03T09:19:07+02:00,19.76
2017-10-03T07:34:07+00:00,2017-10-03T09:34:07+02:00,19.76
2017-10-03T07:49:07+00:00,2017-10-03T09:49:07+02:00,19.76
2017-10-03T08:04:07+00:00,2017-10-03T10:04:07+02:00,19.76
2017-10-03T08:19:07+00:00,2017-10-03T10:19:07+02:00,19.76
2017-10-03T08:34:07+00:00,2017-10-03T10:34:07+02:00,19.76
2017-10-03T08:49:08+00:00,2017-10-03T10:49:08+02:00,19.7
2017-10-03T09:04:08+00:00,2017-10-03T11:04:08+02:00,19.7
2017-10-03T09:19:08+00:00,2017-10-03T11:19:08+02:00,19.7
2017-10-03T09:34:08+00:00,2017-10-03T11:34:08+02:00,19.7
2017-10-03T09:49:08+00:00,2017-10-03T11:49:08+02:00,19.7
2017-10-03T10:04:08+00:00,2017-10-03T12:04:08+02:00,19.63
2017-10-03T10:19:08+00:00,2017-10-03T12:19:08+02:00,19.63
2017-10-03T10:34:08+00:00,2017-10-03T12:34:08+02:00,19.63
2017-10-03T10:49:09+00:00,2017-10-03T12:49:09+02:00,19.63
2017-10-03T11:04:09+00:00,2017-10-03T13:04:09+02:00,19.57
2017-10-03T11:19:09+00:00,2017-10-03T13:19:09+02:00,19.57
2017-10-03T11:34:09+00:00,2017-10-03T13:34:09+02:00,19.57
